Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,162,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandRecoveryManagerDetechMappingIssues = new Command(""detect-mapping-issues"", ""Gets a shard maps (either local or global) as the source of truth and reconciles mappings on both shard maps (GSM and LSM)."") {                  new Option<int[]>(new[] { ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,162,12,P:System.CommandLine.ArgumentArity.OneOrMore,,,,,"Command commandRecoveryManagerDetechMappingIssues = new Command(""detect-mapping-issues"", ""Gets a shard maps (either local or global) as the source of truth and reconciles mappings on both shard maps (GSM and LSM)."") {                  new Option<int[]>(new[] { ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,162,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandRecoveryManagerDetechMappingIssues = new Command(""detect-mapping-issues"", ""Gets a shard maps (either local or global) as the source of truth and reconciles mappings on both shard maps (GSM and LSM)."") {                  new Option<int[]>(new[] { ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,162,12,M:System.CommandLine.Command.Add(System.CommandLine.Option),,,,,"Command commandRecoveryManagerDetechMappingIssues = new Command(""detect-mapping-issues"", ""Gets a shard maps (either local or global) as the source of truth and reconciles mappings on both shard maps (GSM and LSM)."") {                  new Option<int[]>(new[] { ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,162,12,T:System.CommandLine.Command,,,,,"Command commandRecoveryManagerDetechMappingIssues = new Command(""detect-mapping-issues"", ""Gets a shard maps (either local or global) as the source of truth and reconciles mappings on both shard maps (GSM and LSM)."") {                  new Option<int[]>(new[] { ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,162,12,"M:System.CommandLine.Command.#ctor(System.String,System.String)",,,,,"Command commandRecoveryManagerDetechMappingIssues = new Command(""detect-mapping-issues"", ""Gets a shard maps (either local or global) as the source of truth and reconciles mappings on both shard maps (GSM and LSM)."") {                  new Option<int[]>(new[] { ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,160,12,M:System.CommandLine.Command.AddCommand(System.CommandLine.Command),,,,,commandRecoveryManager.AddCommand(commandRecoveryManagerDetachShard);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,159,12,T:System.CommandLine.NamingConventionBinder.CommandHandler,,,,,"commandRecoveryManagerDetachShard.Handler = CommandHandler.Create<RecoveryOptions, IHost>(RecoveryManagerCommandDetachShard);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,159,12,T:System.CommandLine.Invocation.ICommandHandler,,,,,"commandRecoveryManagerDetachShard.Handler = CommandHandler.Create<RecoveryOptions, IHost>(RecoveryManagerCommandDetachShard);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,159,12,T:System.CommandLine.Invocation.ICommandHandler,,,,,"commandRecoveryManagerDetachShard.Handler = CommandHandler.Create<RecoveryOptions, IHost>(RecoveryManagerCommandDetachShard);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,159,12,P:System.CommandLine.Command.Handler,,,,,"commandRecoveryManagerDetachShard.Handler = CommandHandler.Create<RecoveryOptions, IHost>(RecoveryManagerCommandDetachShard);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,151,12,P:System.CommandLine.Option.IsRequired,,,,,"Command commandRecoveryManagerDetachShard = new Command(""detach-shard"", ""Detaches the given shard from the shard map and deletes mappings associated with the shard.""){                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,151,12,P:System.CommandLine.Option.AllowMultipleArgumentsPerToken,,,,,"Command commandRecoveryManagerDetachShard = new Command(""detach-shard"", ""Detaches the given shard from the shard map and deletes mappings associated with the shard.""){                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,151,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandRecoveryManagerDetachShard = new Command(""detach-shard"", ""Detaches the given shard from the shard map and deletes mappings associated with the shard.""){                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,151,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandRecoveryManagerDetachShard = new Command(""detach-shard"", ""Detaches the given shard from the shard map and deletes mappings associated with the shard.""){                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,151,12,P:System.CommandLine.ArgumentArity.OneOrMore,,,,,"Command commandRecoveryManagerDetachShard = new Command(""detach-shard"", ""Detaches the given shard from the shard map and deletes mappings associated with the shard.""){                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,151,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandRecoveryManagerDetachShard = new Command(""detach-shard"", ""Detaches the given shard from the shard map and deletes mappings associated with the shard.""){                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,151,12,M:System.CommandLine.Command.Add(System.CommandLine.Option),,,,,"Command commandRecoveryManagerDetachShard = new Command(""detach-shard"", ""Detaches the given shard from the shard map and deletes mappings associated with the shard.""){                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,151,12,T:System.CommandLine.Command,,,,,"Command commandRecoveryManagerDetachShard = new Command(""detach-shard"", ""Detaches the given shard from the shard map and deletes mappings associated with the shard.""){                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,151,12,"M:System.CommandLine.Command.#ctor(System.String,System.String)",,,,,"Command commandRecoveryManagerDetachShard = new Command(""detach-shard"", ""Detaches the given shard from the shard map and deletes mappings associated with the shard.""){                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,149,12,T:System.CommandLine.Command,,,,,"var commandRecoveryManager = new Command(""recovery-manager"", ""Manage the Recovery Manager."");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,149,12,"M:System.CommandLine.Command.#ctor(System.String,System.String)",,,,,"var commandRecoveryManager = new Command(""recovery-manager"", ""Manage the Recovery Manager."");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,145,12,M:System.CommandLine.Command.AddCommand(System.CommandLine.Command),,,,,root.AddCommand(commandShard);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,143,12,M:System.CommandLine.Command.AddCommand(System.CommandLine.Command),,,,,commandShard.AddCommand(commandShardSqlScript);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,142,12,T:System.CommandLine.NamingConventionBinder.CommandHandler,,,,,"commandShardSqlScript.Handler = CommandHandler.Create<ShardOptions, IHost>(SqlScriptShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,142,12,T:System.CommandLine.Invocation.ICommandHandler,,,,,"commandShardSqlScript.Handler = CommandHandler.Create<ShardOptions, IHost>(SqlScriptShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,142,12,T:System.CommandLine.Invocation.ICommandHandler,,,,,"commandShardSqlScript.Handler = CommandHandler.Create<ShardOptions, IHost>(SqlScriptShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,142,12,P:System.CommandLine.Command.Handler,,,,,"commandShardSqlScript.Handler = CommandHandler.Create<ShardOptions, IHost>(SqlScriptShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,135,12,P:System.CommandLine.Option.IsRequired,,,,,"Command commandShardSqlScript = new Command(""sql-script"", ""Runs SQL script for all shards in the Shard Map Manager. \n\nExamples:\n  .\\ElasticShardSqlUtil.exe shard sql-script --file script.sql"")              {                  new Option<string>(new []{""--file"", ""-f""}, ""The SQL script to execute."")                  {                      IsRequired = true,                  },              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,135,12,M:System.CommandLine.Command.Add(System.CommandLine.Option),,,,,"Command commandShardSqlScript = new Command(""sql-script"", ""Runs SQL script for all shards in the Shard Map Manager. \n\nExamples:\n  .\\ElasticShardSqlUtil.exe shard sql-script --file script.sql"")              {                  new Option<string>(new []{""--file"", ""-f""}, ""The SQL script to execute."")                  {                      IsRequired = true,                  },              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,135,12,T:System.CommandLine.Command,,,,,"Command commandShardSqlScript = new Command(""sql-script"", ""Runs SQL script for all shards in the Shard Map Manager. \n\nExamples:\n  .\\ElasticShardSqlUtil.exe shard sql-script --file script.sql"")              {                  new Option<string>(new []{""--file"", ""-f""}, ""The SQL script to execute."")                  {                      IsRequired = true,                  },              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,135,12,"M:System.CommandLine.Command.#ctor(System.String,System.String)",,,,,"Command commandShardSqlScript = new Command(""sql-script"", ""Runs SQL script for all shards in the Shard Map Manager. \n\nExamples:\n  .\\ElasticShardSqlUtil.exe shard sql-script --file script.sql"")              {                  new Option<string>(new []{""--file"", ""-f""}, ""The SQL script to execute."")                  {                      IsRequired = true,                  },              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,133,12,M:System.CommandLine.Command.AddCommand(System.CommandLine.Command),,,,,commandShard.AddCommand(commandShardDelete);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,132,12,T:System.CommandLine.NamingConventionBinder.CommandHandler,,,,,"commandShardDelete.Handler = CommandHandler.Create<ShardOptions, IHost>(DeleteShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,132,12,T:System.CommandLine.Invocation.ICommandHandler,,,,,"commandShardDelete.Handler = CommandHandler.Create<ShardOptions, IHost>(DeleteShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,132,12,T:System.CommandLine.Invocation.ICommandHandler,,,,,"commandShardDelete.Handler = CommandHandler.Create<ShardOptions, IHost>(DeleteShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,132,12,P:System.CommandLine.Command.Handler,,,,,"commandShardDelete.Handler = CommandHandler.Create<ShardOptions, IHost>(DeleteShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,123,12,P:System.CommandLine.Option.IsRequired,,,,,"Command commandShardDelete = new Command(""delete"", ""Deletes the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,123,12,P:System.CommandLine.Option.AllowMultipleArgumentsPerToken,,,,,"Command commandShardDelete = new Command(""delete"", ""Deletes the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,123,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandShardDelete = new Command(""delete"", ""Deletes the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,123,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandShardDelete = new Command(""delete"", ""Deletes the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,123,12,P:System.CommandLine.ArgumentArity.OneOrMore,,,,,"Command commandShardDelete = new Command(""delete"", ""Deletes the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,123,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandShardDelete = new Command(""delete"", ""Deletes the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,123,12,M:System.CommandLine.Command.Add(System.CommandLine.Option),,,,,"Command commandShardDelete = new Command(""delete"", ""Deletes the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,123,12,T:System.CommandLine.Command,,,,,"Command commandShardDelete = new Command(""delete"", ""Deletes the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,123,12,"M:System.CommandLine.Command.#ctor(System.String,System.String)",,,,,"Command commandShardDelete = new Command(""delete"", ""Deletes the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,121,12,M:System.CommandLine.Command.AddCommand(System.CommandLine.Command),,,,,commandShard.AddCommand(commandShardGet);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,120,12,T:System.CommandLine.NamingConventionBinder.CommandHandler,,,,,"commandShardGet.Handler = CommandHandler.Create<ShardOptions, IHost>(GetShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,120,12,T:System.CommandLine.Invocation.ICommandHandler,,,,,"commandShardGet.Handler = CommandHandler.Create<ShardOptions, IHost>(GetShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,120,12,T:System.CommandLine.Invocation.ICommandHandler,,,,,"commandShardGet.Handler = CommandHandler.Create<ShardOptions, IHost>(GetShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,120,12,P:System.CommandLine.Command.Handler,,,,,"commandShardGet.Handler = CommandHandler.Create<ShardOptions, IHost>(GetShardCommand);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,111,12,P:System.CommandLine.Option.IsRequired,,,,,"Command commandShardGet = new Command(""get"", ""Gets the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,111,12,P:System.CommandLine.Option.AllowMultipleArgumentsPerToken,,,,,"Command commandShardGet = new Command(""get"", ""Gets the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,111,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandShardGet = new Command(""get"", ""Gets the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,111,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandShardGet = new Command(""get"", ""Gets the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,111,12,P:System.CommandLine.ArgumentArity.OneOrMore,,,,,"Command commandShardGet = new Command(""get"", ""Gets the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,111,12,T:System.CommandLine.ArgumentArity,,,,,"Command commandShardGet = new Command(""get"", ""Gets the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,111,12,M:System.CommandLine.Command.Add(System.CommandLine.Option),,,,,"Command commandShardGet = new Command(""get"", ""Gets the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,111,12,T:System.CommandLine.Command,,,,,"Command commandShardGet = new Command(""get"", ""Gets the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,111,12,"M:System.CommandLine.Command.#ctor(System.String,System.String)",,,,,"Command commandShardGet = new Command(""get"", ""Gets the shard details in the Shard Map Manager."")              {                  new Option<int[]>(new []{ ""--tenants"", ""-t"" }, ""Space separated list of tenant IDs."")                  {                      Arity = ArgumentArity.OneOrMore,                      AllowMultipleArgumentsPerToken = true,                      IsRequired = true                  }              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ElasticShardSqlUtil\ElasticShardSqlUtil.csproj,File,ElasticShardSqlUtil\Program.cs,109,12,M:System.CommandLine.Command.AddCommand(System.CommandLine.Command),,,,,commandShard.AddCommand(commandShardAdd);
